# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F7_NULL_0106       SET     203     -0.07413    -0.007827       0.0686      0.86006
F7_NULL_0107       SET     203   -0.0001053  -1.1118e-05     0.070279       0.5006
F7_NULL_0108       SET     203       0.0338    0.0035688     0.068091      0.30981
F7_NULL_0109       SET     203      0.02967    0.0031327     0.066818      0.32851
F7_NULL_0110       SET     203    -0.045574   -0.0048119     0.066813      0.75241
F7_NULL_0111       SET     203    -0.081551   -0.0086106      0.06783      0.88537
F7_NULL_0112       SET     203    -0.023829    -0.002516     0.068101      0.63679
F7_NULL_0113       SET     203     0.016061    0.0016958     0.071294      0.41088
F7_NULL_0114       SET     203     -0.10031    -0.010591     0.069526      0.92544
F7_NULL_0115       SET     203    -0.046331   -0.0048918     0.068817       0.7496
F7_NULL_0116       SET     203     0.032582    0.0034401     0.066698       0.3126
F7_NULL_0117       SET     203    0.0042014   0.00044361     0.066022      0.47463
F7_NULL_0118       SET     203     0.028917    0.0030532      0.06776      0.33478
F7_NULL_0119       SET     203   -0.0066739  -0.00070466     0.068662      0.53872
F7_NULL_0120       SET     203      0.02296    0.0024242     0.066435      0.36482
F7_NULL_0121       SET     203    -0.023634   -0.0024954     0.068105      0.63571
F7_NULL_0122       SET     203   -0.0065894  -0.00069574     0.067693      0.53877
F7_NULL_0123       SET     203   -0.0040555   -0.0004282     0.068351      0.52366
F7_NULL_0124       SET     203     -0.10812    -0.011415     0.066812      0.94718
F7_NULL_0125       SET     203    -0.031122    -0.003286     0.068193      0.67594
F7_NULL_0126       SET     203     0.022811    0.0024085     0.066224      0.36525
F7_NULL_0127       SET     203      0.10694     0.011292     0.065417     0.051054
F7_NULL_0128       SET     203    0.0035522   0.00037506     0.068971      0.47946
F7_NULL_0129       SET     203     0.043678    0.0046117     0.068828      0.26285
F7_NULL_0130       SET     203    -0.097373    -0.010281     0.068415      0.92266
F7_NULL_0131       SET     203     0.034959    0.0036911        0.069       0.3062
F7_NULL_0132       SET     203     0.053031    0.0055993     0.066762      0.21351
F7_NULL_0133       SET     203     0.032172    0.0033969     0.068041      0.31817
F7_NULL_0134       SET     203    0.0016984   0.00017932     0.067417      0.48995
F7_NULL_0135       SET     203     0.011192    0.0011817      0.06911      0.43568
F7_NULL_0136       SET     203    -0.017684   -0.0018672     0.070489      0.59904
F7_NULL_0137       SET     203     -0.02152   -0.0022722     0.069277      0.62196
F7_NULL_0138       SET     203    -0.020008   -0.0021126     0.068636      0.61467
F7_NULL_0139       SET     203    -0.076047   -0.0080294     0.065688       0.8765
F7_NULL_0140       SET     203   -0.0098008   -0.0010348     0.068196      0.55714
F7_NULL_0141       SET     203  -0.00018329  -1.9353e-05     0.066587       0.5011
F7_NULL_0142       SET     203     -0.12192    -0.012873     0.067348      0.96487
F7_NULL_0143       SET     203     0.023851    0.0025183     0.069965      0.36659
F7_NULL_0144       SET     203    0.0016266   0.00017175       0.0687      0.49056
F7_NULL_0145       SET     203    -0.054516   -0.0057561     0.069575      0.78335
F7_NULL_0146       SET     203    -0.089051   -0.0094024     0.067735      0.90569
F7_NULL_0147       SET     203     0.045013    0.0047526     0.066509      0.24928
F7_NULL_0148       SET     203     0.046079    0.0048652     0.065851      0.24205
F7_NULL_0149       SET     203    -0.096246    -0.010162     0.068197      0.92091
F7_NULL_0150       SET     203    -0.024261   -0.0025616     0.067248      0.64086
F7_NULL_0151       SET     203     0.068823    0.0072666     0.069114      0.15968
F7_NULL_0152       SET     203   -0.0073187  -0.00077274     0.066733      0.54366
F7_NULL_0153       SET     203     0.035796    0.0037795     0.068418      0.30042
F7_NULL_0154       SET     203   -0.0077109  -0.00081416     0.068611      0.54474
F7_NULL_0155       SET     203     0.060771    0.0064165      0.06818      0.18638
F7_NULL_0156       SET     203     0.022767    0.0024038     0.068813      0.37038
F7_NULL_0157       SET     203     0.083631    0.0088302     0.067004        0.106
F7_NULL_0158       SET     203   -0.0023863  -0.00025196     0.068515      0.51389
F7_NULL_0159       SET     203     -0.12507    -0.013206     0.067813      0.96743
F7_NULL_0160       SET     203     -0.15163     -0.01601     0.067765      0.98737
F7_NULL_0161       SET     203     -0.07292   -0.0076992     0.068268      0.85726
F7_NULL_0162       SET     203    -0.014835   -0.0015664     0.065891      0.58907
F7_NULL_0163       SET     203     0.014225    0.0015019      0.06801      0.41716
F7_NULL_0164       SET     203     0.068776    0.0072617     0.066973      0.15224
F7_NULL_0165       SET     203     0.077382    0.0081703     0.067658      0.12638
F7_NULL_0166       SET     203    -0.065677   -0.0069345     0.069344       0.8282
F7_NULL_0167       SET     203      0.14769     0.015594     0.067012     0.013769
F7_NULL_0168       SET     203    -0.015137   -0.0015983     0.064366      0.59296
F7_NULL_0169       SET     203    0.0096324     0.001017     0.069343      0.44476
F7_NULL_0170       SET     203    -0.040461    -0.004272     0.068561      0.72245
F7_NULL_0171       SET     203    -0.037557   -0.0039655     0.066919      0.71268
F7_NULL_0172       SET     203    -0.017693   -0.0018682     0.066062      0.60558
F7_NULL_0173       SET     203    -0.030333   -0.0032027     0.066466      0.67593
F7_NULL_0174       SET     203    -0.077256   -0.0081571     0.066271      0.87814
F7_NULL_0175       SET     203      0.01582    0.0016703     0.067509      0.40736
F7_NULL_0176       SET     203     0.056038    0.0059168     0.067597      0.20356
F7_NULL_0177       SET     203    -0.036592   -0.0038636     0.068434      0.70357
F7_NULL_0178       SET     203    -0.046792   -0.0049405     0.068814      0.75174
F7_NULL_0179       SET     203    -0.065889   -0.0069569     0.068925      0.83045
F7_NULL_0180       SET     203     0.040553    0.0042818     0.069188       0.2789
F7_NULL_0181       SET     203    -0.012294    -0.001298     0.068477      0.57124
F7_NULL_0182       SET     203     -0.10396    -0.010976     0.065754      0.94305
F7_NULL_0183       SET     203    -0.093245   -0.0098453     0.066315      0.92014
F7_NULL_0184       SET     203    -0.037778   -0.0039888     0.066073      0.71626
F7_NULL_0185       SET     203    -0.055714   -0.0058825     0.067829      0.79428
F7_NULL_0186       SET     203    -0.071683   -0.0075686     0.068144      0.85358
F7_NULL_0187       SET     203    -0.085675    -0.009046     0.069693      0.89052
F7_NULL_0188       SET     203     0.021212    0.0022396      0.06938      0.37991
F7_NULL_0189       SET     203    0.0081088   0.00085617     0.068427      0.45284
F7_NULL_0190       SET     203    0.0061977   0.00065439     0.066436      0.46284
F7_NULL_0191       SET     203     0.021523    0.0022726     0.067287      0.37453
F7_NULL_0192       SET     203     0.053368    0.0056348     0.066185      0.21003
F7_NULL_0193       SET     203     0.061215    0.0064633     0.067024      0.18054
F7_NULL_0194       SET     203    -0.085545   -0.0090322     0.067253       0.8983
F7_NULL_0195       SET     203     0.066731    0.0070457     0.067547       0.1616
F7_NULL_0196       SET     203     0.030715     0.003243     0.067648       0.3249
F7_NULL_0197       SET     203    -0.041636   -0.0043962     0.066988      0.73288
F7_NULL_0198       SET     203    -0.083051   -0.0087689     0.066717      0.89339
F7_NULL_0199       SET     203    -0.013618   -0.0014378     0.067353      0.58011
F7_NULL_0200       SET     203    -0.022701   -0.0023969     0.066594       0.6334
F7_NULL_0201       SET     203    -0.016555   -0.0017479     0.067097      0.59744
F7_NULL_0202       SET     203     0.026063    0.0027519     0.066091      0.34666
F7_NULL_0203       SET     203     0.058792    0.0062075     0.069733      0.19959
F7_NULL_0204       SET     203     0.056436    0.0059588     0.069033      0.20682
F7_NULL_0205       SET     203     0.023941    0.0025278     0.066514      0.35945
F7_NULL_0206       SET     203   -0.0054917  -0.00057984     0.067925      0.53222
F7_NULL_0207       SET     203    -0.076196   -0.0080452     0.068056      0.86855
F7_NULL_0208       SET     203   -0.0019245   -0.0002032      0.06963      0.51102
F7_NULL_0209       SET     203     0.083866     0.008855     0.067912      0.10844
F7_NULL_0210       SET     203      0.10732     0.011332     0.066868     0.054255
F7_NULL_0211       SET     203     -0.10196    -0.010766     0.067278      0.93518
F7_NULL_0212       SET     203    -0.016254   -0.0017162     0.068263       0.5941
F7_NULL_0213       SET     203    -0.039861   -0.0042087     0.066828      0.72457
F7_NULL_0214       SET     203      0.10088     0.010651     0.066955     0.065962
F7_NULL_0215       SET     203     0.051231    0.0054092     0.068633       0.2277
F7_NULL_0216       SET     203     0.018952     0.002001     0.066987      0.38862
F7_NULL_0217       SET     203     -0.12649    -0.013355     0.068228      0.96812
F7_NULL_0218       SET     203     0.089765    0.0094779     0.066497     0.088531
F7_NULL_0219       SET     203     -0.05938   -0.0062696     0.070644      0.79969
F7_NULL_0220       SET     203     0.024649    0.0026026     0.069243      0.36093
F7_NULL_0221       SET     203    -0.005281  -0.00055759     0.066596       0.5316
F7_NULL_0222       SET     203     0.023891    0.0025226     0.066953      0.36061
F7_NULL_0223       SET     203     0.030113    0.0031795      0.06701      0.32658
F7_NULL_0224       SET     203    -0.040964   -0.0043252     0.068592      0.72481
F7_NULL_0225       SET     203    -0.012582   -0.0013284     0.069179      0.57216
F7_NULL_0226       SET     203    -0.018312   -0.0019335     0.069812      0.60346
F7_NULL_0227       SET     203    -0.094528   -0.0099808     0.068857      0.91509
F7_NULL_0228       SET     203     0.059384    0.0062701     0.066083      0.18443
F7_NULL_0229       SET     203     0.010611    0.0011204     0.068577      0.43851
F7_NULL_0230       SET     203     -0.16854    -0.017796     0.069566      0.99229
F7_NULL_0231       SET     203    -0.051022   -0.0053872     0.069936      0.76717
F7_NULL_0232       SET     203    -0.049327   -0.0052082     0.068552       0.7641
F7_NULL_0233       SET     203     0.021018    0.0022192     0.067555      0.37786
F7_NULL_0234       SET     203     0.059589    0.0062917      0.06839       0.1918
F7_NULL_0235       SET     203     0.043798    0.0046244     0.066909      0.25637
F7_NULL_0236       SET     203      0.06353    0.0067079     0.067046      0.17168
F7_NULL_0237       SET     203    -0.078956   -0.0083366     0.067109       0.8803
F7_NULL_0238       SET     203    -0.039947   -0.0042178     0.067965      0.72165
F7_NULL_0239       SET     203    -0.035465   -0.0037445     0.067213      0.70112
F7_NULL_0240       SET     203    -0.071592   -0.0075591     0.068638      0.85153
F7_NULL_0241       SET     203     0.017938     0.001894     0.067555       0.3953
F7_NULL_0242       SET     203   -0.0071045  -0.00075013     0.066845      0.54232
F7_NULL_0243       SET     203     0.035213     0.003718     0.067771      0.30168
F7_NULL_0244       SET     203     0.011059    0.0011677     0.067738      0.43516
F7_NULL_0245       SET     203     0.070673     0.007462      0.06506      0.13868
F7_NULL_0246       SET     203     0.045208    0.0047733     0.070243      0.25993
F7_NULL_0247       SET     203     0.055169     0.005825     0.069337      0.21312
F7_NULL_0248       SET     203     -0.07275   -0.0076812     0.065133      0.86798
F7_NULL_0249       SET     203     -0.20252    -0.021383     0.067396      0.99867
F7_NULL_0250       SET     203    -0.041194   -0.0043494       0.0654      0.73561
F7_NULL_0251       SET     203    -0.060122    -0.006348     0.066578      0.81674
F7_NULL_0252       SET     203     0.013176    0.0013912     0.067118      0.42219
F7_NULL_0253       SET     203     -0.12638    -0.013344      0.06882      0.96684
F7_NULL_0254       SET     203     0.052146    0.0055058     0.068725      0.22401
F7_NULL_0255       SET     203    -0.057907   -0.0061141      0.06759       0.8042
F7_NULL_0256       SET     203    -0.022981   -0.0024265     0.067739      0.63279
F7_NULL_0257       SET     203     0.019055    0.0020119     0.067059      0.38815
F7_NULL_0258       SET     203     -0.02802   -0.0029585     0.067875      0.66013
F7_NULL_0259       SET     203  -4.0925e-05   -4.321e-06     0.066394      0.50025
F7_NULL_0260       SET     203     0.031528    0.0033289     0.069261      0.32448
F7_NULL_0261       SET     203    -0.043334   -0.0045754     0.068592      0.73622
F7_NULL_0262       SET     203       0.1056      0.01115     0.065924     0.054607
F7_NULL_0263       SET     203    -0.019197   -0.0020269     0.067446      0.61203
F7_NULL_0264       SET     203    -0.047459    -0.005011     0.066893      0.76098
F7_NULL_0265       SET     203     0.038418    0.0040563     0.069345      0.28979
F7_NULL_0266       SET     203    -0.049695   -0.0052471     0.065866      0.77472
F7_NULL_0267       SET     203    -0.039672   -0.0041888     0.065487      0.72768
F7_NULL_0268       SET     203      0.01663    0.0017559     0.066432      0.40117
F7_NULL_0269       SET     203    -0.048075   -0.0050759     0.070294      0.75298
F7_NULL_0270       SET     203    -0.068141   -0.0071947     0.069618      0.83615
F7_NULL_0271       SET     203     -0.10167    -0.010735     0.067397      0.93429
F7_NULL_0272       SET     203    -0.033593   -0.0035469     0.069116      0.68653
F7_NULL_0273       SET     203    -0.047594   -0.0050252     0.066065      0.76436
F7_NULL_0274       SET     203    -0.031803   -0.0033579     0.070791      0.67337
